channelTitle,title,publishedAt,videoId,duration,viewCount,commentCount,likeCount,dislikeCount
LastWeekTonight,April Fools&#39; Day (Web Exclusive): Last Week Tonight with John Oliver (HBO),2015-03-30T02:30:01Z,kXYXuXX48m8,PT4M28S,4375921,1453,42755,1049
LastWeekTonight,China &amp; Uighurs: Last Week Tonight with John Oliver (HBO),2020-07-27T06:30:00Z,17oCQakzIl8,PT20M52S,5879645,33863,206957,8224
LastWeekTonight,Campaign Songs: Last Week Tonight with John Oliver (HBO),2016-07-25T06:30:00Z,32n4h0kn-88,PT7M26S,5292384,4887,74140,2310
LastWeekTonight,Weather: Last Week Tonight with John Oliver (HBO),2019-10-14T06:30:00Z,qMGn9T37eR8,PT16M27S,6051144,6198,114356,2688
LastWeekTonight,Mobile Homes: Last Week Tonight with John Oliver (HBO),2019-04-08T06:30:00Z,jCC8fPQOaxU,PT15M39S,8195080,13960,138977,4425
LastWeekTonight,Coronavirus: Conspiracy Theories: Last Week Tonight with John Oliver (HBO),2020-07-20T06:30:00Z,0b_eHBZLM6U,PT22M19S,6079936,27550,193621,7046
LastWeekTonight,Tobacco: Last Week Tonight with John Oliver (HBO),2015-02-16T07:30:00Z,6UsHHOCH4q8,PT18M11S,19473357,13736,192139,5833
LastWeekTonight,911: Last Week Tonight with John Oliver (HBO),2016-05-16T06:30:02Z,A-XlyB_QQYs,PT15M57S,10578386,7280,106309,3204
LastWeekTonight,Retirement Plans: Last Week Tonight with John Oliver (HBO),2016-06-13T06:30:00Z,gvZSpET11ZY,PT21M30S,15382382,6798,137504,3973
LastWeekTonight,Stadiums: Last Week Tonight with John Oliver (HBO),2015-07-13T06:30:01Z,xcwJt4bcnXs,PT19M8S,13061341,9528,114240,2946
LastWeekTonight,Prison: Last Week Tonight with John Oliver (HBO),2014-07-21T06:30:01Z,_Pz3syET3DY,PT17M43S,10263339,6288,95567,2190
LastWeekTonight,Wealth Gap: Last Week Tonight with John Oliver (HBO),2014-07-14T06:30:01Z,LfgSEwjAeno,PT14M10S,16687198,8689,101955,4830
LastWeekTonight,The Wax and the Furious: Last Week Tonight with John Oliver (HBO),2018-11-20T15:00:06Z,TB_wx0dAPU0,PT7M38S,2669852,2739,62479,2463
LastWeekTonight,Corporate Consolidation: Last Week Tonight with John Oliver (HBO),2017-09-25T06:30:00Z,00wQYmvfhn4,PT15M10S,9781008,7002,121429,3467
LastWeekTonight,Fireworks (Web Exclusive): Last Week Tonight with John Oliver (HBO),2014-07-07T02:30:00Z,6clJRsPyuhc,PT3M21S,3632083,662,22407,498
LastWeekTonight,The Census: Last Week Tonight with John Oliver (HBO),2019-11-18T07:30:00Z,1aheRpmurAo,PT17M38S,5519592,7600,98190,3216
LastWeekTonight,Coal: Last Week Tonight with John Oliver (HBO),2017-06-19T06:30:00Z,aw6RsUhw1Q8,PT24M21S,14672649,12381,196498,8643
LastWeekTonight,Daily Fantasy Sports: Last Week Tonight with John Oliver (HBO),2015-11-16T07:30:01Z,Mq785nJ0FXQ,PT19M3S,9648845,5214,75928,2227
LastWeekTonight,Rehab: Last Week Tonight with John Oliver (HBO),2018-05-21T06:30:00Z,hWQiXv0sn9Y,PT19M7S,8296409,7864,108345,2930
LastWeekTonight,Olympics Opening Ceremony: Last Week Tonight with John Oliver (HBO),2016-08-08T23:41:11Z,7-LPcVo7gC0,PT8M50S,6528311,2820,71595,2493
LastWeekTonight,Opioids: Last Week Tonight with John Oliver (HBO),2016-10-24T06:30:00Z,5pdPrQFjo2o,PT19M23S,13892243,12591,119696,5633
LastWeekTonight,Filibuster: Last Week Tonight with John Oliver,2019-09-09T06:30:01Z,3y1QA6OeAcQ,PT19M7S,5600089,7840,104181,3458
LastWeekTonight,Gerrymandering: Last Week Tonight with John Oliver (HBO),2017-04-10T06:30:00Z,A-4dIImaodQ,PT19M34S,9795334,9126,116814,4737
LastWeekTonight,Sheriffs: Last Week Tonight with John Oliver (HBO),2020-03-09T06:30:01Z,v_kak7kAdNw,PT16M33S,7496952,9843,131881,6507
LastWeekTonight,Marketing to Doctors: Last Week Tonight with John Oliver (HBO),2015-02-09T07:30:01Z,YQZ2UeOTO3I,PT17M13S,11756249,5326,89446,1906
LastWeekTonight,Dalai Lama: Last Week Tonight with John Oliver (HBO),2017-03-06T07:30:01Z,bLY45o6rHm0,PT18M52S,13134049,20302,219507,10898
LastWeekTonight,Coronavirus III: Last Week Tonight with John Oliver (HBO),2020-03-30T06:30:02Z,ElIf2DBrWzU,PT19M29S,10077739,40588,297927,10084
LastWeekTonight,WWE: Last Week Tonight with John Oliver (HBO),2019-04-01T06:30:01Z,m8UQ4O7UiDs,PT23M7S,10388204,18212,198503,7268
LastWeekTonight,Coronavirus IX: Evictions: Last Week Tonight with John Oliver (HBO),2020-06-29T06:30:01Z,R652nwUcJRA,PT18M59S,6501795,23637,134005,5768
LastWeekTonight,Infrastructure: Last Week Tonight with John Oliver (HBO),2015-03-02T12:24:57Z,Wpzvaqypav8,PT21M14S,13120966,8157,106770,2545
LastWeekTonight,Home Depot Commercial: Last Week Tonight with John Oliver (HBO),2014-11-03T07:30:00Z,boI4D1FlIVs,PT5M29S,7394450,3363,53098,1441
LastWeekTonight,Stupid Watergate: Last Week Tonight with John Oliver (HBO),2017-05-22T06:30:00Z,FVFdsl29s_Q,PT24M6S,14607366,10459,156504,7384
LastWeekTonight,Revised Resolutions (Web Exclusive): Last Week Tonight with John Oliver (HBO),2016-01-04T04:00:00Z,pxM3tvHowaM,PT3M25S,3088584,1523,34968,1134
LastWeekTonight,Scientific Studies: Last Week Tonight with John Oliver (HBO),2016-05-09T06:30:00Z,0Rnq1NpHdmw,PT19M28S,16860669,12634,160374,5138
LastWeekTonight,Nintendo Gay Marriage: Last Week Tonight with John Oliver (HBO),2014-05-19T06:30:01Z,XV5w8OFrm6U,PT3M7S,3209529,2441,33748,1636
LastWeekTonight,Medicaid Gap: Last Week Tonight with John Oliver (HBO),2015-11-02T07:30:00Z,5d3nASKtGas,PT14M5S,4886481,4396,48944,1426
LastWeekTonight,Primaries and Caucuses: Last Week Tonight with John Oliver (HBO),2016-05-23T06:30:01Z,_S2G8jhhUHg,PT14M28S,6827957,12028,79108,3672
LastWeekTonight,Stupid Watergate II: Last Week Tonight with John Oliver (HBO),2018-06-11T06:30:00Z,mOVPStnVgvU,PT17M50S,7064093,8421,97784,4239
LastWeekTonight,Equifax: Last Week Tonight with John Oliver (HBO),2017-10-16T06:30:00Z,mPjgRKW_Jmk,PT15M22S,6632718,5992,95869,3449
LastWeekTonight,Food Waste: Last Week Tonight with John Oliver (HBO),2015-07-20T06:30:01Z,i8xwLWb0lLY,PT17M50S,13506745,9238,132137,3150
LastWeekTonight,Facial Recognition: Last Week Tonight with John Oliver (HBO),2020-06-15T07:00:16Z,jZjmlJPJgug,PT21M11S,7329276,15108,172948,6067
LastWeekTonight,OAN: Last Week Tonight with John Oliver (HBO),2020-04-06T06:30:02Z,UnSILVWDKL8,PT18M6S,8802789,32047,241804,11286
LastWeekTonight,Trump University: Last Week Tonight with John Oliver (HBO),2016-11-29T19:40:38Z,cBUeipXFisQ,PT12M38S,8338476,7047,93531,6139
LastWeekTonight,Medicare for All: Last Week Tonight with John Oliver (HBO),2020-02-17T07:30:00Z,7Z2XRg3dy9k,PT19M54S,9120482,43459,220225,9916
LastWeekTonight,Guardianship: Last Week Tonight with John Oliver (HBO),2018-06-04T06:30:00Z,nG2pEffLEJo,PT16M2S,5359526,5479,90129,1973
LastWeekTonight,Municipal Violations: Last Week Tonight with John Oliver (HBO),2015-03-23T06:30:01Z,0UjpmT5noto,PT17M55S,9945108,9132,82049,2594
LastWeekTonight,Government Surveillance: Last Week Tonight with John Oliver (HBO),2015-04-06T06:30:01Z,XEVlyP4_11M,PT33M14S,24980220,15683,248282,6500
LastWeekTonight,Prosecutors: Last Week Tonight with John Oliver (HBO),2018-08-06T06:30:00Z,ET_b78GSBUs,PT19M44S,6555174,6671,88110,2701
LastWeekTonight,Congressional Fundraising: Last Week Tonight with John Oliver (HBO),2016-04-04T06:30:00Z,Ylomy1Aw9Hk,PT21M25S,8492411,4535,74528,2164
LastWeekTonight,Coronavirus V: Last Week Tonight with John Oliver (HBO),2020-04-20T06:30:04Z,dRFbwjwQ4VE,PT20M58S,8549871,31713,237790,6224
LastWeekTonight,Forensic Science: Last Week Tonight with John Oliver (HBO),2017-10-02T06:30:00Z,ScmJvmzDcG0,PT18M51S,8269742,5612,112632,3162
LastWeekTonight,One Child Policy: Last Week Tonight with John Oliver (HBO),2019-10-07T06:30:00Z,SE_ccFHjL_w,PT23M5S,6587770,14008,119006,5545
LastWeekTonight,Prisoner Re-entry: Last Week Tonight with John Oliver (HBO),2015-11-09T07:30:01Z,gJtYRxH5G2k,PT18M45S,8001299,5291,75717,1951
LastWeekTonight,Gurbanguly Berdimuhamedov: Last Week Tonight with John Oliver (HBO),2019-08-12T06:30:00Z,-9QYu8LtH2E,PT20M41S,8838377,13701,215151,5245
LastWeekTonight,The Washington Redskins: Last Week Tonight with John Oliver (HBO),2014-06-16T06:30:01Z,AJKfs4ZnbNE,PT4M9S,4341518,2955,24860,1464
LastWeekTonight,Coronavirus VIII: Prisons &amp; Jails: Last Week Tonight with John Oliver (HBO),2020-06-22T06:30:01Z,MuxnH0VAkAM,PT18M33S,4864650,13385,127450,5323
LastWeekTonight,Voting by Mail: Last Week Tonight with John Oliver (HBO),2020-06-01T06:45:00Z,l-nEHkgm_Gk,PT19M12S,6868466,19552,155066,6693
LastWeekTonight,Auto Lending: Last Week Tonight with John Oliver (HBO),2016-08-15T06:30:01Z,4U2eDJnwz_s,PT17M56S,12207319,10983,105787,3931
LastWeekTonight,Guantánamo: Last Week Tonight with John Oliver (HBO),2016-10-10T06:30:00Z,KEbFtMgGhPY,PT20M41S,9097229,7262,103961,4112
LastWeekTonight,Dialysis: Last Week Tonight with John Oliver (HBO),2017-05-15T06:30:01Z,yw_nqzVfxFQ,PT24M10S,9755302,7444,111245,3778
LastWeekTonight,Drain the Swamp: Last Week Tonight with John Oliver (HBO),2018-11-12T07:30:01Z,5HS2TstPfW4,PT16M37S,7051176,8677,95283,4191
LastWeekTonight,Thailand feat. Rip Taylor,2019-10-09T21:50:40Z,1Nqa4XKkXp4,PT6M24S,2905143,4361,69990,1690
LastWeekTonight,Everest: Last Week Tonight with John Oliver (HBO),2019-06-24T06:30:00Z,Bchx0mS7XOY,PT22M3S,8008197,10245,142819,5847
LastWeekTonight,Federal Budget: Last Week Tonight with John Oliver (HBO),2017-03-20T06:30:00Z,ySTQk6updjQ,PT12M5S,9774105,8222,100255,5837
LastWeekTonight,Joe Arpaio: Last Week Tonight with John Oliver (HBO),2017-09-11T07:30:00Z,1ZNZY-gd3K0,PT14M18S,7752973,8563,98422,5785
LastWeekTonight,Coronavirus II: Last Week Tonight with John Oliver (HBO),2020-03-16T06:30:02Z,_066dEkycr4,PT22M11S,11887039,38706,355289,9707
LastWeekTonight,New Year&#39;s Eve (Web Exclusive): Last Week Tonight with John Oliver (HBO),2014-12-29T14:50:13Z,eAFnby2184o,PT3M45S,5419261,1290,29267,1300
LastWeekTonight,Corporate Taxes: Last Week Tonight with John Oliver (HBO),2018-04-16T06:30:00Z,RKjk0ECXjiQ,PT16M3S,6858421,7105,88582,3252
LastWeekTonight,Nuclear Waste: Last Week Tonight with John Oliver (HBO),2017-08-21T06:30:00Z,ZwY2E0hjGuU,PT18M17S,10140140,10605,119364,6116
LastWeekTonight,Robocalls: Last Week Tonight with John Oliver (HBO),2019-03-11T06:30:00Z,FO0iG_P0P6M,PT17M46S,9000155,13598,168127,3970
LastWeekTonight,Border Wall: Last Week Tonight with John Oliver (HBO),2016-03-21T06:30:00Z,vU8dCYocuyI,PT18M33S,21539646,25295,221112,12723
LastWeekTonight,State Attorneys General: Last Week Tonight with John Oliver (HBO),2018-10-29T06:30:00Z,UpdMYOtAmKY,PT19M7S,5487150,6420,80605,3381
LastWeekTonight,Doping: Last Week Tonight with John Oliver (HBO),2016-06-27T06:30:00Z,BgyqAD5Z6_A,PT20M33S,11968398,5836,95473,4354
LastWeekTonight,Gene Editing: Last Week Tonight with John Oliver (HBO),2018-07-02T06:30:00Z,AJm8PeWkiEU,PT19M39S,8945949,12267,107940,4492
LastWeekTonight,Coronavirus VI: Testing: Last Week Tonight with John Oliver (HBO),2020-05-04T06:45:00Z,7rl4c-jr7g0,PT23M14S,7929161,22392,162301,5678
LastWeekTonight,Labor Day: Last Week Tonight with John Oliver (Web Exclusive),2016-09-05T03:00:00Z,apumpVGBpP8,PT2M35S,3749724,1728,39393,1526
LastWeekTonight,Floods: Last Week Tonight with John Oliver (HBO),2017-10-30T06:30:01Z,pf1t7cs9dkc,PT19M29S,8726915,5500,101420,4093
LastWeekTonight,Coronavirus IV: Last Week Tonight with John Oliver (HBO),2020-04-13T06:45:02Z,6s4Bx7mzNkM,PT20M38S,8337817,29195,196619,6975
LastWeekTonight,Simon Ostrovsky Interview (Web Exclusive): Last Week Tonight with John Oliver (HBO),2014-05-05T03:18:34Z,W6JhcjbWEwg,PT6M42S,652361,253,6458,139
LastWeekTonight,Coronavirus VII: Sports: Last Week Tonight with John Oliver (HBO),2020-05-18T06:30:08Z,z4gBMw64aqk,PT21M46S,7007763,19312,168504,5877
LastWeekTonight,Facebook: Last Week Tonight with John Oliver (HBO),2018-09-24T06:30:00Z,OjPYmEZxACM,PT19M41S,6439699,11002,118041,6606
LastWeekTonight,Trade: Last Week Tonight with John Oliver (HBO),2018-08-20T06:30:00Z,etkd57lPfPU,PT21M14S,12435850,12605,141366,6082
LastWeekTonight,Retractions: Last Week Tonight with John Oliver (Web Exclusive),2018-08-27T03:00:00Z,2nXYbGmF3_Q,PT4M1S,4204484,2448,69506,2945
LastWeekTonight,Season 3: Promo: Last Week Tonight with John Oliver (HBO),2016-01-15T18:00:02Z,f0X-8tSgiuA,PT1M1S,2080852,1837,35642,301
LastWeekTonight,Trump &amp; Syria: Last Week Tonight with John Oliver (HBO),2019-10-28T06:30:00Z,2u_pZ-SgACk,PT19M43S,7163427,15965,137241,6304
LastWeekTonight,North Dakota: Last Week Tonight with John Oliver (HBO),2015-10-12T06:30:01Z,jYusNNldesc,PT19M34S,13688175,6016,87345,3718
LastWeekTonight,Pumpkin Spice (Web Exclusive): Last Week Tonight with John Oliver (HBO),2014-10-13T02:30:01Z,DeQqe0oj5Ls,PT3M12S,6603644,1713,30583,1980
LastWeekTonight,Cryptocurrencies: Last Week Tonight with John Oliver (HBO),2018-03-12T06:30:00Z,g6iDZspbRMg,PT25M21S,12015261,14803,155887,6826
LastWeekTonight,Climate Change (Abbreviated): Last Week Tonight with John Oliver (HBO),2014-05-12T01:19:03Z,UkBvsCMxrNU,PT1M44S,692112,331,4767,88
LastWeekTonight,Endorsements (Web Exclusive): Last Week Tonight with John Oliver (HBO),2016-07-18T03:00:30Z,voxfqkrO5ww,PT2M57S,3688217,1972,40295,1916
LastWeekTonight,Warehouses: Last Week Tonight with John Oliver (HBO),2019-07-01T14:02:02Z,d9m7d07k22A,PT21M18S,8923147,20305,152794,5955
LastWeekTonight,Boris Johnson: Last Week Tonight with John Oliver (HBO),2019-07-29T06:30:02Z,dXyO_MC9g3k,PT22M3S,8579679,14229,150965,7530
LastWeekTonight,Canadian Election: Last Week Tonight with John Oliver (HBO),2015-10-19T06:30:00Z,0V5ckcTSYu8,PT15M21S,13461003,15388,114071,8247
LastWeekTonight,Family Separation: Last Week Tonight with John Oliver (HBO),2018-11-05T07:30:00Z,ygVX1z6tDGI,PT18M20S,4809173,19247,123655,4541
LastWeekTonight,Birds: Last Week Tonight with John Oliver (Web Exclusive),2016-09-12T03:00:00Z,8l2Y6Z-maAU,PT3M14S,4276729,3907,70516,5585
LastWeekTonight,Charter Schools: Last Week Tonight with John Oliver (HBO),2016-08-22T06:30:01Z,l_htSPGAY7I,PT18M13S,12522947,10524,106009,6336
LastWeekTonight,Coronavirus: Last Week Tonight with John Oliver (HBO),2020-03-02T07:30:02Z,c09m5f7Gnic,PT20M10S,15038835,26318,301280,12027
LastWeekTonight,Mike Pence: Last Week Tonight with John Oliver (HBO),2018-03-19T06:30:00Z,rs2RlZQVXBU,PT20M27S,17981960,22439,221682,16131
LastWeekTonight,Voting Machines: Last Week Tonight with John Oliver (HBO),2019-11-04T07:30:01Z,svEuG_ekNT0,PT19M22S,4919321,9320,88075,2589
LastWeekTonight,International Women&#39;s Day: Last Week Tonight with John Oliver (HBO),2016-03-15T20:50:37Z,dNV7COWz8ME,PT3M49S,2940337,4605,47691,3040
LastWeekTonight,Push Notifications: Last Week Tonight with John Oliver (Web Exclusive),2020-01-20T04:00:04Z,kxatzHnl7Q8,PT5M5S,4824619,3748,95041,5379
LastWeekTonight,Puerto Rico: Last Week Tonight with John Oliver (HBO),2016-04-25T06:30:01Z,Tt-mpuR_QHQ,PT21M22S,11937961,10751,154734,4500
LastWeekTonight,"iTunes, Assad, and Right Said Fred: Last Week Tonight with John Oliver (HBO)",2014-06-09T06:30:01Z,3lKYPp2Kp6s,PT3M34S,1417020,1062,12547,560
LastWeekTonight,Economic Development: Last Week Tonight with John Oliver (HBO),2017-11-06T07:30:00Z,8bl19RoR7lc,PT14M56S,8760857,6363,95627,4356
LastWeekTonight,Lethal Injections: Last Week Tonight with John Oliver (HBO),2019-05-06T06:30:00Z,0lTczPEG8iI,PT19M22S,5961593,18676,130117,4825
LastWeekTonight,Police Accountability: Last Week Tonight with John Oliver (HBO),2016-10-03T06:30:00Z,zaD84DTGULo,PT19M55S,14790030,16665,180003,8707
LastWeekTonight,India Election Update: Last Week Tonight with John Oliver (HBO),2014-05-19T00:53:47Z,8YQ_HGvrHEU,PT1M12S,2173892,1177,18066,708
LastWeekTonight,General Keith Alexander Extended Interview: Last Week Tonight With John Oliver (HBO),2014-04-28T03:14:24Z,k8lJ85pfb_E,PT9M26S,3662000,1774,23187,590
LastWeekTonight,Brexit II: Last Week Tonight with John Oliver (HBO),2017-06-12T06:30:00Z,fyVz5vgqBhE,PT19M11S,9724947,8507,139997,5361
LastWeekTonight,Legal Immigration: Last Week Tonight with John Oliver (HBO),2019-09-16T06:30:01Z,tXqnRMU1fTs,PT19M42S,6809227,17132,143512,5919
LastWeekTonight,Felony Disenfranchisement: Last Week Tonight with John Oliver (HBO),2018-09-10T06:30:02Z,NpPyLcQ2vdI,PT13M22S,4934375,9678,81814,3852
LastWeekTonight,Death Investigations: Last Week Tonight with John Oliver (HBO),2019-05-20T06:30:02Z,hnoMsftQPY8,PT22M21S,6434656,7055,101506,2661
LastWeekTonight,Multilevel Marketing: Last Week Tonight with John Oliver (HBO),2016-11-07T12:00:03Z,s6MwGeOm8iI,PT31M58S,23994223,24107,262251,11665
LastWeekTonight,Automation: Last Week Tonight with John Oliver (HBO),2019-03-04T07:30:01Z,_h1ooyyFkF0,PT19M48S,8036944,14092,133414,5194
LastWeekTonight,The IRS: Last Week Tonight with John Oliver (HBO),2015-04-13T06:30:01Z,Nn_Zln_4pA8,PT18M27S,8575569,5189,67958,2205
LastWeekTonight,Ivanka &amp; Jared: Last Week Tonight with John Oliver (HBO),2017-04-24T06:30:01Z,wD8AwgO0AQI,PT22M28S,20224747,11387,176526,12483
LastWeekTonight,Compounding Pharmacies: Last Week Tonight with John Oliver (HBO),2019-09-30T06:30:00Z,Nuzi7LlSDVo,PT19M15S,5180398,7381,103419,2670
LastWeekTonight,Mueller Report: Last Week Tonight with John Oliver (HBO),2019-04-22T06:30:00Z,YMBj_tU7HRU,PT15M10S,7765290,10459,117638,9269
LastWeekTonight,Brexit III: Last Week Tonight with John Oliver (HBO),2019-02-18T07:30:00Z,HaBQfSAVt0s,PT21M27S,13765620,19679,161811,7910
LastWeekTonight,&quot;Oregon Spirit&quot; by Lisa Loeb: Last Week Tonight With John Oliver (HBO),2014-04-28T03:30:01Z,Dh9munYYoqQ,PT2M34S,983482,554,5254,198
LastWeekTonight,Nerd Prom: Last Week Tonight with John Oliver (HBO),2014-05-05T04:01:08Z,nJ24vcyJxDs,PT1M13S,2841148,152,8992,133
LastWeekTonight,Fareed Zakaria Interview Pt. 1: Last Week Tonight with John Oliver (HBO),2014-05-19T06:30:01Z,EZdH94R6XwQ,PT4M17S,698641,191,4769,124
LastWeekTonight,Medical Devices: Last Week Tonight with John Oliver (HBO),2019-06-03T06:30:00Z,-tIdzNlExrw,PT19M6S,5995733,5836,100974,3644
LastWeekTonight,Conspiracies (Web Exclusive): Last Week Tonight with John Oliver (HBO),2016-03-28T03:00:00Z,fNS4lecOaAc,PT4M32S,9070375,8788,120773,8630
LastWeekTonight,NRA TV: Last Week Tonight with John Oliver (HBO),2018-03-05T07:30:01Z,LEcbagW4O-s,PT20M1S,11176343,23758,175479,14085
LastWeekTonight,Immigration Courts: Last Week Tonight with John Oliver (HBO),2018-04-02T06:30:00Z,9fB0GBwJ2QA,PT17M52S,5610647,11201,103433,4037
LastWeekTonight,North Korea: Last Week Tonight with John Oliver (HBO),2017-08-14T06:30:01Z,TrS0uNBuG9c,PT27M,16650830,14939,194728,10671
LastWeekTonight,Doomsday Video: Last Week Tonight with John Oliver (HBO),2015-04-20T06:30:01Z,UC_gXD5OE88,PT6M30S,5311216,4321,71230,1278
LastWeekTonight,Independence Day (Web Exclusive): Last Week Tonight with John Oliver (HBO),2016-07-04T03:00:00Z,IQwMCQFgQgo,PT2M39S,4554600,3946,49218,3751
LastWeekTonight,Italian Election: Last Week Tonight with John Oliver (HBO),2018-02-26T07:30:00Z,LdhQzXHYLZ4,PT21M12S,9512231,19039,158184,11343
LastWeekTonight,Chiitan: Last Week Tonight with John Oliver (HBO),2019-04-28T16:00:02Z,f4fVdf4pNEc,PT12M51S,6820130,8336,151625,11127
LastWeekTonight,Vaccines: Last Week Tonight with John Oliver (HBO),2017-06-26T06:30:01Z,7VG_s2PCH_c,PT27M15S,18572483,43530,222807,13034
LastWeekTonight,Eurovision and Crimea Coin: Last Week Tonight with John Oliver (HBO),2014-05-12T03:30:01Z,We1IvUe6KLo,PT6M56S,6799458,3084,45758,3725
LastWeekTonight,Equal Rights Amendment: Last Week Tonight with John Oliver (HBO),2019-06-10T06:30:00Z,bCBYJZ6QbUI,PT15M40S,5472740,12030,105462,7405
LastWeekTonight,Obamacare: Last Week Tonight with John Oliver (HBO),2017-02-27T07:30:01Z,YEGpriv2TAc,PT18M53S,10222070,14856,137963,9151
LastWeekTonight,American Health Care Act: Last Week Tonight with John Oliver (HBO),2017-03-13T06:30:00Z,Ifi9M7DRazI,PT18M31S,9400075,11408,122564,6501
LastWeekTonight,Authoritarianism: Last Week Tonight with John Oliver (HBO),2018-11-19T07:30:02Z,ximgPmJ9A5s,PT18M29S,8846835,19514,134992,9083
LastWeekTonight,Paris Agreement: Last Week Tonight with John Oliver (HBO),2017-06-05T06:30:00Z,5scez5dqtAc,PT20M58S,12623000,14198,172913,12465
LastWeekTonight,Confederacy: Last Week Tonight with John Oliver (HBO),2017-10-09T06:30:01Z,J5b_-TZwQ0I,PT21M39S,22395894,58655,301171,25583
LastWeekTonight,Abortion Laws: Last Week Tonight with John Oliver (HBO),2016-02-22T07:30:00Z,DRauXXz6t0Y,PT16M1S,10423339,34979,145951,10458
LastWeekTonight,Trump vs. The World: Last Week Tonight with John Oliver (HBO),2018-02-19T07:30:01Z,QCjk_NPsIqU,PT19M15S,15671894,28736,236748,17815
