wiki_join_field,index_wiki,season,episode,main_segment_title_wiki,air_date,viewers,episode_overall,index_yt,channelTitle,title,publishedAt,videoId,duration,viewCount,commentCount,likeCount,dislikeCount,published_dow,main_segment_title_yt,duration_in_seconds,duration_time
2015-03-16,29,2,6,National Collegiate Athletic Association,2015-03-15,840000.0,30,89.0,LastWeekTonight,The NCAA: Last Week Tonight with John Oliver (HBO),2015-03-16 06:30:01+00:00,pX8BXH3SJn0,PT20M54S,13165547.0,7912.0,106188.0,3041.0,Monday,The NCAA,1254.0,0:20:54
2015-03-23,30,2,7,Municipal violations,2015-03-22,780000.0,31,137.0,LastWeekTonight,Municipal Violations: Last Week Tonight with John Oliver (HBO),2015-03-23 06:30:01+00:00,0UjpmT5noto,PT17M55S,9945108.0,9132.0,82049.0,2594.0,Monday,Municipal Violations,1075.0,0:17:55
2015-04-06,31,2,8,Government surveillance,2015-04-05,650000.0,32,138.0,LastWeekTonight,Government Surveillance: Last Week Tonight with John Oliver (HBO),2015-04-06 06:30:01+00:00,XEVlyP4_11M,PT33M14S,24980220.0,15683.0,248282.0,6500.0,Monday,Government Surveillance,1994.0,0:33:14
2015-04-13,32,2,9,Internal Revenue Service,2015-04-12,1320000.0,33,206.0,LastWeekTonight,The IRS: Last Week Tonight with John Oliver (HBO),2015-04-13 06:30:01+00:00,Nn_Zln_4pA8,PT18M27S,8575569.0,5189.0,67958.0,2205.0,Monday,The IRS,1107.0,0:18:27
2015-04-20,33,2,10,Patent trolls,2015-04-19,1450000.0,34,21.0,LastWeekTonight,Patents: Last Week Tonight with John Oliver (HBO),2015-04-20 06:30:00+00:00,3bxcc3SM_KA,PT11M4S,8246036.0,2955.0,74708.0,1520.0,Monday,Patents,664.0,0:11:04
2015-04-27,34,2,11,Child labor in the fashion industry,2015-04-26,1390000.0,35,31.0,LastWeekTonight,Fashion: Last Week Tonight with John Oliver (HBO),2015-04-27 06:30:00+00:00,VdLf4fihP78,PT17M10S,14664065.0,7293.0,116202.0,2852.0,Monday,Fashion,1030.0,0:17:10
2015-05-04,35,2,12,Standardized testing,2015-05-03,1400000.0,36,90.0,LastWeekTonight,Standardized Testing: Last Week Tonight with John Oliver (HBO),2015-05-04 06:30:00+00:00,J6lyURyVz7k,PT18M2S,14846845.0,13420.0,125242.0,3129.0,Monday,Standardized Testing,1082.0,0:18:02
2015-05-11,36,2,13,Paid parental leave,2015-05-10,1200000.0,37,79.0,LastWeekTonight,Paid Family Leave: Last Week Tonight with John Oliver (HBO),2015-05-11 06:30:01+00:00,zIhKAQX5izw,PT12M21S,8532856.0,9474.0,76556.0,2381.0,Monday,Paid Family Leave,741.0,0:12:21
2015-05-18,37,2,14,Chicken contract farming,2015-05-17,1040000.0,38,85.0,LastWeekTonight,Chickens: Last Week Tonight with John Oliver (HBO),2015-05-18 06:30:01+00:00,X9wHzt6gBgI,PT18M22S,12054658.0,8264.0,109766.0,2955.0,Monday,Chickens,1102.0,0:18:22
2015-06-01,38,2,15,2015 FIFA corruption case,2015-05-31,1390000.0,39,32.0,LastWeekTonight,FIFA II: Last Week Tonight with John Oliver (HBO),2015-06-01 12:46:49+00:00,qr6ar3xJL_Q,PT13M13S,9571513.0,4454.0,100474.0,1748.0,Monday,FIFA II,793.0,0:13:13
2015-06-08,39,2,16,Bail,2015-06-07,1260000.0,40,72.0,LastWeekTonight,Bail: Last Week Tonight with John Oliver (HBO),2015-06-08 06:30:01+00:00,IS5mwymTIJU,PT17M50S,9699192.0,5720.0,86969.0,2149.0,Monday,Bail,1070.0,0:17:50
2015-06-15,40,2,17,Torture,2015-06-14,1260000.0,41,53.0,LastWeekTonight,Torture: Last Week Tonight with John Oliver (HBO),2015-06-15 06:30:00+00:00,zmeF2rzsZSU,PT15M13S,10755787.0,6659.0,97196.0,2401.0,Monday,Torture,913.0,0:15:13
2015-06-22,41,2,18,Online harassment and revenge porn,2015-06-21,1370000.0,42,285.0,LastWeekTonight,Online Harassment: Last Week Tonight with John Oliver (HBO),2015-06-22 06:30:00+00:00,PuNIwYsz7PI,PT16M50S,11997111.0,32709.0,130204.0,40579.0,Monday,Online Harassment,1010.0,0:16:50
2015-06-29,42,2,19,Transgender rights,2015-06-28,1240000.0,43,258.0,LastWeekTonight,Transgender Rights: Last Week Tonight with John Oliver (HBO),2015-06-29 06:30:01+00:00,hmoAX9f6MOc,PT16M47S,10626578.0,24656.0,139012.0,15768.0,Monday,Transgender Rights,1007.0,0:16:47
2015-07-13,43,2,20,Stadiums,2015-07-12,1010000.0,44,101.0,LastWeekTonight,Stadiums: Last Week Tonight with John Oliver (HBO),2015-07-13 06:30:01+00:00,xcwJt4bcnXs,PT19M8S,13061341.0,9528.0,114240.0,2946.0,Monday,Stadiums,1148.0,0:19:08
2015-07-20,44,2,21,Food waste,2015-07-19,1040000.0,45,131.0,LastWeekTonight,Food Waste: Last Week Tonight with John Oliver (HBO),2015-07-20 06:30:01+00:00,i8xwLWb0lLY,PT17M50S,13506745.0,9238.0,132137.0,3150.0,Monday,Food Waste,1070.0,0:17:50
2015-07-27,45,2,22,Mandatory sentencing in the United States,2015-07-26,940000.0,46,55.0,LastWeekTonight,Mandatory Minimums: Last Week Tonight with John Oliver (HBO),2015-07-27 06:30:00+00:00,pDVmldTurqk,PT15M25S,7517018.0,4440.0,73620.0,1830.0,Monday,Mandatory Minimums,925.0,0:15:25
2015-08-03,46,2,23,Washington D.C. voting rights and statehood movement,2015-08-02,980000.0,47,42.0,LastWeekTonight,Washington DC Statehood: Last Week Tonight with John Oliver (HBO),2015-08-03 06:30:01+00:00,4Z4j2CrJRn4,PT17M3S,9059566.0,9232.0,98506.0,2782.0,Monday,Washington DC Statehood,1023.0,0:17:03
2015-08-10,47,2,24,Sex education in the United States,2015-08-09,930000.0,48,296.0,LastWeekTonight,Sex Education: Last Week Tonight with John Oliver (HBO),2015-08-10 06:30:00+00:00,L0jQz6jqQS0,PT21M5S,20787846.0,22921.0,256540.0,7873.0,Monday,Sex Education,1265.0,0:21:05
2015-08-17,48,2,25,Predatory churches and televangelism,2015-08-16,1010000.0,49,75.0,LastWeekTonight,Televangelists: Last Week Tonight with John Oliver (HBO),2015-08-17 06:30:01+00:00,7y1xJAVZxXg,PT20M6S,31934581.0,40706.0,318140.0,11797.0,Monday,Televangelists,1206.0,0:20:06
2015-08-24,49,2,26,LGBT rights in the United States,2015-08-23,1030000.0,50,254.0,LastWeekTonight,LGBT Discrimination: Last Week Tonight with John Oliver (HBO),2015-08-24 06:30:01+00:00,5d667Bb_iYA,PT14M46S,11606108.0,21404.0,129028.0,10275.0,Monday,LGBT Discrimination,886.0,0:14:46
2015-09-14,50,2,27,Public defenders in the United States,2015-09-13,690000.0,51,74.0,LastWeekTonight,Public Defenders: Last Week Tonight with John Oliver (HBO),2015-09-14 06:30:31+00:00,USkEzLuzmZ4,PT15M,9481965.0,5736.0,74673.0,1981.0,Monday,Public Defenders,900.0,0:15:00
2015-09-28,51,2,28,European migrant crisis,2015-09-27,660000.0,52,278.0,LastWeekTonight,Migrants and Refugees: Last Week Tonight with John Oliver (HBO),2015-09-28 12:20:32+00:00,umqvYhb3wf4,PT17M56S,11265587.0,26600.0,123983.0,32316.0,Monday,Migrants and Refugees,1076.0,0:17:56
2015-10-05,52,2,29,Mental health in the United States,2015-10-04,680000.0,53,33.0,LastWeekTonight,Mental Health: Last Week Tonight with John Oliver (HBO),2015-10-05 06:30:01+00:00,NGY6DqB1HX8,PT11M55S,10899855.0,7881.0,116827.0,2977.0,Monday,Mental Health,715.0,0:11:55
2015-10-12,53,2,30,North Dakota oil boom,2015-10-11,700000.0,54,177.0,LastWeekTonight,North Dakota: Last Week Tonight with John Oliver (HBO),2015-10-12 06:30:01+00:00,jYusNNldesc,PT19M34S,13688175.0,6016.0,87345.0,3718.0,Monday,North Dakota,1174.0,0:19:34
2015-10-19,54,2,31,2015 Canadian federal election,2015-10-18,720000.0,55,184.0,LastWeekTonight,Canadian Election: Last Week Tonight with John Oliver (HBO),2015-10-19 06:30:00+00:00,0V5ckcTSYu8,PT15M21S,13461003.0,15388.0,114071.0,8247.0,Monday,Canadian Election,921.0,0:15:21
2015-11-02,55,2,32,2015 United States elections,2015-11-01,690000.0,56,127.0,LastWeekTonight,Medicaid Gap: Last Week Tonight with John Oliver (HBO),2015-11-02 07:30:00+00:00,5d3nASKtGas,PT14M5S,4886481.0,4396.0,48944.0,1426.0,Monday,Medicaid Gap,845.0,0:14:05
2015-11-09,56,2,33,Prisoner reentry,2015-11-08,910000.0,57,144.0,LastWeekTonight,Prisoner Re-entry: Last Week Tonight with John Oliver (HBO),2015-11-09 07:30:01+00:00,gJtYRxH5G2k,PT18M45S,8001299.0,5291.0,75717.0,1951.0,Monday,Prisoner Re-entry,1125.0,0:18:45
2015-11-16,57,2,34,Daily fantasy sports,2015-11-15,710000.0,58,109.0,LastWeekTonight,Daily Fantasy Sports: Last Week Tonight with John Oliver (HBO),2015-11-16 07:30:01+00:00,Mq785nJ0FXQ,PT19M3S,9648845.0,5214.0,75928.0,2227.0,Monday,Daily Fantasy Sports,1143.0,0:19:03
2015-11-23,58,2,35,Penny manufacturing costs,2015-11-22,780000.0,59,6.0,LastWeekTonight,Pennies: Last Week Tonight with John Oliver (HBO),2015-11-23 07:30:00+00:00,_tyszHg96KI,PT9M36S,9111055.0,7499.0,87953.0,2276.0,Monday,Pennies,576.0,0:09:36
2016-02-15,59,3,1,Voter ID laws in the United States,2016-02-14,1020000.0,60,249.0,LastWeekTonight,Voting: Last Week Tonight with John Oliver (HBO),2016-02-15 07:30:00+00:00,rHFOwlMCdto,PT14M9S,9854296.0,16701.0,110748.0,9834.0,Monday,Voting,849.0,0:14:09
2016-02-22,60,3,2,Abortion in the United States,2016-02-21,920000.0,61,231.0,LastWeekTonight,Abortion Laws: Last Week Tonight with John Oliver (HBO),2016-02-22 07:30:00+00:00,DRauXXz6t0Y,PT16M1S,10423339.0,34979.0,145951.0,10458.0,Monday,Abortion Laws,961.0,0:16:01
2016-02-29,61,3,3,"Donald Trump presidential campaign, 2016",2016-02-28,700000.0,62,240.0,LastWeekTonight,Donald Trump: Last Week Tonight with John Oliver (HBO),2016-02-29 07:30:30+00:00,DnpO_RTSNmQ,PT21M54S,37681795.0,57876.0,508066.0,30242.0,Monday,Donald Trump,1314.0,0:21:54
2016-03-07,62,3,4,Special-purpose districts,2016-03-06,820000.0,63,45.0,LastWeekTonight,Special Districts: Last Week Tonight with John Oliver (HBO),2016-03-07 07:30:00+00:00,3saU5racsGE,PT15M20S,7663099.0,4661.0,81233.0,2220.0,Monday,Special Districts,920.0,0:15:20
2016-03-14,63,3,5,FBI–Apple encryption dispute,2016-03-13,960000.0,64,76.0,LastWeekTonight,Encryption: Last Week Tonight with John Oliver (HBO),2016-03-14 06:30:00+00:00,zsjZ2r9Ygzw,PT18M1S,12290966.0,8346.0,139046.0,3319.0,Monday,Encryption,1081.0,0:18:01
2016-03-21,64,3,6,Proposal for a border wall between the U.S. and Mexico,2016-03-20,930000.0,65,162.0,LastWeekTonight,Border Wall: Last Week Tonight with John Oliver (HBO),2016-03-21 06:30:00+00:00,vU8dCYocuyI,PT18M33S,21539646.0,25295.0,221112.0,12723.0,Monday,Border Wall,1113.0,0:18:33
2016-04-04,65,3,7,Congressional fundraising,2016-04-03,950000.0,66,140.0,LastWeekTonight,Congressional Fundraising: Last Week Tonight with John Oliver (HBO),2016-04-04 06:30:00+00:00,Ylomy1Aw9Hk,PT21M25S,8492411.0,4535.0,74528.0,2164.0,Monday,Congressional Fundraising,1285.0,0:21:25
2016-04-11,66,3,8,"Credit scores in the United States (Equifax, Experian, TransUnion) and background checks",2016-04-10,910000.0,67,84.0,LastWeekTonight,Credit Reports: Last Week Tonight with John Oliver (HBO),2016-04-11 06:30:04+00:00,aRrDsbUdY_k,PT18M46S,10789523.0,6029.0,94330.0,2930.0,Monday,Credit Reports,1126.0,0:18:46
2016-04-18,67,3,9,Flint water crisis and lead poisoning,2016-04-17,850000.0,68,77.0,LastWeekTonight,Lead: Last Week Tonight with John Oliver (HBO),2016-04-18 06:30:06+00:00,GUizvEjR-0U,PT18M33S,9889136.0,7913.0,114397.0,2618.0,Monday,Lead,1113.0,0:18:33
2016-04-25,68,3,10,Puerto Rican government-debt crisis,2016-04-24,1340000.0,69,193.0,LastWeekTonight,Puerto Rico: Last Week Tonight with John Oliver (HBO),2016-04-25 06:30:01+00:00,Tt-mpuR_QHQ,PT21M22S,11937961.0,10751.0,154734.0,4500.0,Monday,Puerto Rico,1282.0,0:21:22
2016-05-09,69,3,11,Scientific research and science journalism,2016-05-08,1420000.0,70,125.0,LastWeekTonight,Scientific Studies: Last Week Tonight with John Oliver (HBO),2016-05-09 06:30:00+00:00,0Rnq1NpHdmw,PT19M28S,16860669.0,12634.0,160374.0,5138.0,Monday,Scientific Studies,1168.0,0:19:28
2016-05-16,70,3,12,911 emergency telephone number,2016-05-15,1380000.0,71,99.0,LastWeekTonight,911: Last Week Tonight with John Oliver (HBO),2016-05-16 06:30:02+00:00,A-XlyB_QQYs,PT15M57S,10578386.0,7280.0,106309.0,3204.0,Monday,911,957.0,0:15:57
2016-05-23,71,3,13,Democratic and Republican presidential primaries and the primary process,2016-05-22,1270000.0,72,128.0,LastWeekTonight,Primaries and Caucuses: Last Week Tonight with John Oliver (HBO),2016-05-23 06:30:01+00:00,_S2G8jhhUHg,PT14M28S,6827957.0,12028.0,79108.0,3672.0,Monday,Primaries and Caucuses,868.0,0:14:28
2016-06-06,72,3,14,Debt buying industry,2016-06-05,1610000.0,73,78.0,LastWeekTonight,Debt Buyers: Last Week Tonight with John Oliver (HBO),2016-06-06 06:30:00+00:00,hxUAntt1z2c,PT20M51S,16074283.0,14424.0,180170.0,4586.0,Monday,Debt Buyers,1251.0,0:20:51
2016-06-13,73,3,15,Retirement plans and financial advisers,2016-06-12,1210000.0,74,100.0,LastWeekTonight,Retirement Plans: Last Week Tonight with John Oliver (HBO),2016-06-13 06:30:00+00:00,gvZSpET11ZY,PT21M30S,15382382.0,6798.0,137504.0,3973.0,Monday,Retirement Plans,1290.0,0:21:30
2016-06-20,74,3,16,2016 United Kingdom European Union membership referendum,2016-06-19,1440000.0,75,270.0,LastWeekTonight,Brexit: Last Week Tonight with John Oliver (HBO),2016-06-20 06:30:00+00:00,iAgKHSNqxa8,PT15M39S,16925971.0,34638.0,174449.0,30896.0,Monday,Brexit,939.0,0:15:39
2016-06-27,75,3,17,2016 Summer Olympics and doping in sports,2016-06-26,1530000.0,76,164.0,LastWeekTonight,Doping: Last Week Tonight with John Oliver (HBO),2016-06-27 06:30:00+00:00,BgyqAD5Z6_A,PT20M33S,11968398.0,5836.0,95473.0,4354.0,Monday,Doping,1233.0,0:20:33
2016-07-25,76,3,18,2016 Republican National Convention,2016-07-24,1090000.0,77,241.0,LastWeekTonight,Republican National Convention: Last Week Tonight with John Oliver (HBO),2016-07-25 06:30:00+00:00,zNdkrtfZP8I,PT11M32S,9577116.0,13379.0,98831.0,10221.0,Monday,Republican National Convention,692.0,0:11:32
2016-08-01,77,3,19,2016 Democratic National Convention,2016-07-31,1270000.0,78,272.0,LastWeekTonight,Democratic National Convention: Last Week Tonight with John Oliver (HBO),2016-08-01 06:30:01+00:00,BUCnjlTfXDw,PT18M10S,10168089.0,18821.0,90527.0,14583.0,Monday,Democratic National Convention,1090.0,0:18:10
2016-08-08,78,3,20,Decline of newspapers in the United States,2016-08-07,1010000.0,79,236.0,LastWeekTonight,Journalism: Last Week Tonight with John Oliver (HBO),2016-08-08 06:30:01+00:00,bq2_wSsDwkQ,PT19M23S,13021697.0,9684.0,130514.0,4323.0,Monday,Journalism,1163.0,0:19:23
2016-08-15,79,3,21,Car finance and subprime lending,2016-08-14,970000.0,80,149.0,LastWeekTonight,Auto Lending: Last Week Tonight with John Oliver (HBO),2016-08-15 06:30:01+00:00,4U2eDJnwz_s,PT17M56S,12207319.0,10983.0,105787.0,3931.0,Monday,Auto Lending,1076.0,0:17:56
2016-08-22,80,3,22,Charter schools in the United States,2016-08-21,1150000.0,81,187.0,LastWeekTonight,Charter Schools: Last Week Tonight with John Oliver (HBO),2016-08-22 06:30:01+00:00,l_htSPGAY7I,PT18M13S,12522947.0,10524.0,106009.0,6336.0,Monday,Charter Schools,1093.0,0:18:13
2016-09-26,81,3,23,Hillary Clinton's controversies and Donald Trump's controversies,2016-09-25,880000.0,82,259.0,LastWeekTonight,Scandals: Last Week Tonight with John Oliver (HBO),2016-09-26 06:30:01+00:00,h1Lfd1aB9YI,PT21M16S,16977386.0,24405.0,165173.0,18296.0,Monday,Scandals,1276.0,0:21:16
2016-10-03,82,3,24,Police accountability and police reform,2016-10-02,1100000.0,83,197.0,LastWeekTonight,Police Accountability: Last Week Tonight with John Oliver (HBO),2016-10-03 06:30:00+00:00,zaD84DTGULo,PT19M55S,14790030.0,16665.0,180003.0,8707.0,Monday,Police Accountability,1195.0,0:19:55
2016-10-10,83,3,25,Guantanamo Bay detention camp,2016-10-09,1080000.0,84,150.0,LastWeekTonight,Guantánamo: Last Week Tonight with John Oliver (HBO),2016-10-10 06:30:00+00:00,KEbFtMgGhPY,PT20M41S,9097229.0,7262.0,103961.0,4112.0,Monday,Guantánamo,1241.0,0:20:41
2016-10-17,84,3,26,"Jill Stein presidential campaign, 2016 and Gary Johnson presidential campaign, 2016",2016-10-16,1340000.0,85,284.0,LastWeekTonight,Third Parties: Last Week Tonight with John Oliver (HBO),2016-10-17 06:30:00+00:00,k3O01EfM5fU,PT18M39S,12405172.0,24696.0,120101.0,23636.0,Monday,Third Parties,1119.0,0:18:39
2016-10-24,85,3,27,Opioid abuse,2016-10-23,1180000.0,86,112.0,LastWeekTonight,Opioids: Last Week Tonight with John Oliver (HBO),2016-10-24 06:30:00+00:00,5pdPrQFjo2o,PT19M23S,13892243.0,12591.0,119696.0,5633.0,Monday,Opioids,1163.0,0:19:23
2016-10-31,86,3,28,School segregation in the United States,2016-10-30,1030000.0,87,244.0,LastWeekTonight,School Segregation: Last Week Tonight with John Oliver (HBO),2016-10-31 06:30:30+00:00,o8yiYCHMAlM,PT17M59S,10994745.0,20639.0,121349.0,12686.0,Monday,School Segregation,1079.0,0:17:59
2016-11-07,87,3,29,Multi-level marketing,2016-11-06,1050000.0,88,204.0,LastWeekTonight,Multilevel Marketing: Last Week Tonight with John Oliver (HBO),2016-11-07 12:00:03+00:00,s6MwGeOm8iI,PT31M58S,23994223.0,24107.0,262251.0,11665.0,Monday,Multilevel Marketing,1918.0,0:31:58
2016-11-14,88,3,30,2016 United States election results,2016-11-13,1170000.0,89,283.0,LastWeekTonight,President-Elect Trump: Last Week Tonight with John Oliver (HBO),2016-11-14 04:30:01+00:00,-rSDUsMwakI,PT29M1S,17967381.0,42935.0,223627.0,52031.0,Monday,President-Elect Trump,1741.0,0:29:01
2017-02-13,89,4,1,Trump vs. Truth,2017-02-12,1190000.0,90,243.0,LastWeekTonight,Trump vs. Truth: Last Week Tonight with John Oliver (HBO),2017-02-13 07:30:01+00:00,xecEV4dSAXE,PT23M50S,31388690.0,33492.0,369019.0,28827.0,Monday,Trump vs. Truth,1430.0,0:23:50
2017-02-20,90,4,2,Vladimir Putin and Russia–United States relations,2017-02-19,1250000.0,91,264.0,LastWeekTonight,Putin: Last Week Tonight with John Oliver (HBO),2017-02-20 07:30:01+00:00,0utzB6oDan0,PT20M6S,17051596.0,20752.0,195791.0,23872.0,Monday,Putin,1206.0,0:20:06
2017-02-27,91,4,3,Patient Protection and Affordable Care Act and Republican replacement proposals,2017-02-26,720000.0,92,226.0,LastWeekTonight,Obamacare: Last Week Tonight with John Oliver (HBO),2017-02-27 07:30:01+00:00,YEGpriv2TAc,PT18M53S,10222070.0,14856.0,137963.0,9151.0,Monday,Obamacare,1133.0,0:18:53
2017-03-06,92,4,4,Tibetan sovereignty debate and Human rights in Tibet,2017-03-05,1280000.0,93,117.0,LastWeekTonight,Dalai Lama: Last Week Tonight with John Oliver (HBO),2017-03-06 07:30:01+00:00,bLY45o6rHm0,PT18M52S,13134049.0,20302.0,219507.0,10898.0,Monday,Dalai Lama,1132.0,0:18:52
2017-03-13,93,4,5,American Health Care Act,2017-03-12,1120000.0,94,227.0,LastWeekTonight,American Health Care Act: Last Week Tonight with John Oliver (HBO),2017-03-13 06:30:00+00:00,Ifi9M7DRazI,PT18M31S,9400075.0,11408.0,122564.0,6501.0,Monday,American Health Care Act,1111.0,0:18:31
2017-03-20,94,4,6,United States federal budget,2017-03-19,1030000.0,95,155.0,LastWeekTonight,Federal Budget: Last Week Tonight with John Oliver (HBO),2017-03-20 06:30:00+00:00,ySTQk6updjQ,PT12M5S,9774105.0,8222.0,100255.0,5837.0,Monday,Federal Budget,725.0,0:12:05
2017-04-03,95,4,7,Cannabis in the United States,2017-04-02,1180000.0,96,59.0,LastWeekTonight,Marijuana: Last Week Tonight with John Oliver (HBO),2017-04-03 06:30:00+00:00,BcR_Wg42dv8,PT16M52S,12155516.0,12704.0,161940.0,7878.0,Monday,Marijuana,1012.0,0:16:52
2017-04-10,96,4,8,Gerrymandering in the United States,2017-04-09,1150000.0,97,114.0,LastWeekTonight,Gerrymandering: Last Week Tonight with John Oliver (HBO),2017-04-10 06:30:00+00:00,A-4dIImaodQ,PT19M34S,9795334.0,9126.0,116814.0,4737.0,Monday,Gerrymandering,1174.0,0:19:34
2017-04-17,97,4,9,2017 French presidential election,2017-04-16,1180000.0,98,250.0,LastWeekTonight,French Elections: Last Week Tonight with John Oliver (HBO),2017-04-17 06:30:00+00:00,hkZir1L7fSY,PT18M9S,12820003.0,23139.0,200755.0,20753.0,Monday,French Elections,1089.0,0:18:09
2017-04-24,98,4,10,Ivanka Trump and Jared Kushner,2017-04-23,1190000.0,99,207.0,LastWeekTonight,Ivanka &amp; Jared: Last Week Tonight with John Oliver (HBO),2017-04-24 06:30:01+00:00,wD8AwgO0AQI,PT22M28S,20224747.0,11387.0,176526.0,12483.0,Monday,Ivanka &amp; Jared,1348.0,0:22:28
2017-05-08,99,4,11,Net neutrality,2017-05-07,1180000.0,100,64.0,LastWeekTonight,Net Neutrality II: Last Week Tonight with John Oliver (HBO),2017-05-08 06:30:00+00:00,92vuuZt7wak,PT19M33S,8229985.0,12526.0,209973.0,4191.0,Monday,Net Neutrality II,1173.0,0:19:33
2017-05-15,100,4,12,Dialysis and DaVita Inc.,2017-05-14,1360000.0,101,151.0,LastWeekTonight,Dialysis: Last Week Tonight with John Oliver (HBO),2017-05-15 06:30:01+00:00,yw_nqzVfxFQ,PT24M10S,9755302.0,7444.0,111245.0,3778.0,Monday,Dialysis,1450.0,0:24:10
2017-05-22,101,4,13,"""Stupid Watergate""",2017-05-21,1420000.0,102,123.0,LastWeekTonight,Stupid Watergate: Last Week Tonight with John Oliver (HBO),2017-05-22 06:30:00+00:00,FVFdsl29s_Q,PT24M6S,14607366.0,10459.0,156504.0,7384.0,Monday,Stupid Watergate,1446.0,0:24:06
2017-06-05,102,4,14,United States withdrawal from the Paris Agreement,2017-06-04,1220000.0,103,229.0,LastWeekTonight,Paris Agreement: Last Week Tonight with John Oliver (HBO),2017-06-05 06:30:00+00:00,5scez5dqtAc,PT20M58S,12623000.0,14198.0,172913.0,12465.0,Monday,Paris Agreement,1258.0,0:20:58
2017-06-12,103,4,15,2017 United Kingdom general election and Brexit negotiations,2017-06-11,1240000.0,104,200.0,LastWeekTonight,Brexit II: Last Week Tonight with John Oliver (HBO),2017-06-12 06:30:00+00:00,fyVz5vgqBhE,PT19M11S,9724947.0,8507.0,139997.0,5361.0,Monday,Brexit II,1151.0,0:19:11
2017-06-19,104,4,16,Coal mining in the United States and Bob Murray,2017-06-18,1280000.0,105,108.0,LastWeekTonight,Coal: Last Week Tonight with John Oliver (HBO),2017-06-19 06:30:00+00:00,aw6RsUhw1Q8,PT24M21S,14672649.0,12381.0,196498.0,8643.0,Monday,Coal,1461.0,0:24:21
2017-06-26,105,4,17,Vaccine safety,2017-06-25,1310000.0,106,223.0,LastWeekTonight,Vaccines: Last Week Tonight with John Oliver (HBO),2017-06-26 06:30:01+00:00,7VG_s2PCH_c,PT27M15S,18572483.0,43530.0,222807.0,13034.0,Monday,Vaccines,1635.0,0:27:15
2017-07-03,106,4,18,Local news and Sinclair Broadcast Group,2017-07-02,1140000.0,107,247.0,LastWeekTonight,Sinclair Broadcast Group: Last Week Tonight with John Oliver (HBO),2017-07-03 06:30:00+00:00,GvtNyOzGogc,PT19M,10933233.0,9620.0,127388.0,7742.0,Monday,Sinclair Broadcast Group,1140.0,0:19:00
2017-07-31,107,4,19,Alex Jones and InfoWars,2017-07-30,1760000.0,108,271.0,LastWeekTonight,Alex Jones: Last Week Tonight with John Oliver (HBO),2017-07-31 06:30:01+00:00,WyGq6cjcc3Q,PT22M22S,17142598.0,31921.0,226802.0,38581.0,Monday,Alex Jones,1342.0,0:22:22
2017-08-07,108,4,20,United States Border Patrol,2017-08-06,1750000.0,109,257.0,LastWeekTonight,Border Patrol: Last Week Tonight with John Oliver (HBO),2017-08-07 06:30:01+00:00,NnW5EjwtE2U,PT20M21S,10804187.0,7920.0,106209.0,10430.0,Monday,Border Patrol,1221.0,0:20:21
2017-08-14,109,4,21,2017 North Korea crisis,2017-08-13,1930000.0,110,218.0,LastWeekTonight,North Korea: Last Week Tonight with John Oliver (HBO),2017-08-14 06:30:01+00:00,TrS0uNBuG9c,PT27M,16650830.0,14939.0,194728.0,10671.0,Monday,North Korea,1620.0,0:27:00
2017-08-21,110,4,22,Nuclear waste and waste management,2017-08-20,1760000.0,111,160.0,LastWeekTonight,Nuclear Waste: Last Week Tonight with John Oliver (HBO),2017-08-21 06:30:00+00:00,ZwY2E0hjGuU,PT18M17S,10140140.0,10605.0,119364.0,6116.0,Monday,Nuclear Waste,1097.0,0:18:17
2017-09-11,111,4,23,Presidential pardon of Joe Arpaio,2017-09-10,970000.0,112,156.0,LastWeekTonight,Joe Arpaio: Last Week Tonight with John Oliver (HBO),2017-09-11 07:30:00+00:00,1ZNZY-gd3K0,PT14M18S,7752973.0,8563.0,98422.0,5785.0,Monday,Joe Arpaio,858.0,0:14:18
2017-09-25,112,4,24,Corporate consolidation,2017-09-24,1250000.0,113,105.0,LastWeekTonight,Corporate Consolidation: Last Week Tonight with John Oliver (HBO),2017-09-25 06:30:00+00:00,00wQYmvfhn4,PT15M10S,9781008.0,7002.0,121429.0,3467.0,Monday,Corporate Consolidation,910.0,0:15:10
2017-10-02,113,4,25,Forensic evidence,2017-10-01,1270000.0,114,142.0,LastWeekTonight,Forensic Science: Last Week Tonight with John Oliver (HBO),2017-10-02 06:30:00+00:00,ScmJvmzDcG0,PT18M51S,8269742.0,5612.0,112632.0,3162.0,Monday,Forensic Science,1131.0,0:18:51
2017-10-09,114,4,26,Confederate monuments,2017-10-08,1300000.0,115,230.0,LastWeekTonight,Confederacy: Last Week Tonight with John Oliver (HBO),2017-10-09 06:30:01+00:00,J5b_-TZwQ0I,PT21M39S,22395894.0,58655.0,301171.0,25583.0,Monday,Confederacy,1299.0,0:21:39
2017-10-16,115,4,27,Equifax security breach,2017-10-15,1250000.0,116,130.0,LastWeekTonight,Equifax: Last Week Tonight with John Oliver (HBO),2017-10-16 06:30:00+00:00,mPjgRKW_Jmk,PT15M22S,6632718.0,5992.0,95869.0,3449.0,Monday,Equifax,922.0,0:15:22
2017-10-30,116,4,28,National Flood Insurance Program,2017-10-29,960000.0,117,168.0,LastWeekTonight,Floods: Last Week Tonight with John Oliver (HBO),2017-10-30 06:30:01+00:00,pf1t7cs9dkc,PT19M29S,8726915.0,5500.0,101420.0,4093.0,Monday,Floods,1169.0,0:19:29
